Date,Symbol,Open,High,Low,Close,Volume
2025-03-21 00:00:00+05:30,HDFCBANK.NS,877.7750244140625,887.0499877929688,877.7750244140625,885.1749877929688,33508264
2025-03-24 00:00:00+05:30,HDFCBANK.NS,889.5,902.2000122070312,886.8250122070312,900.0,17393736
2025-03-25 00:00:00+05:30,HDFCBANK.NS,902.4500122070312,921.8499755859375,900.75,910.7249755859375,39101416
2025-03-26 00:00:00+05:30,HDFCBANK.NS,912.5,913.75,901.0,903.2750244140625,24478442
2025-03-27 00:00:00+05:30,HDFCBANK.NS,900.0,920.5,899.0499877929688,912.6749877929688,41658100
2025-03-28 00:00:00+05:30,HDFCBANK.NS,914.5,918.0,902.9249877929688,914.0999755859375,28773648
2025-04-01 00:00:00+05:30,HDFCBANK.NS,901.0,904.9500122070312,882.6749877929688,883.9249877929688,28511006
2025-04-02 00:00:00+05:30,HDFCBANK.NS,885.3499755859375,899.5999755859375,885.3499755859375,898.4500122070312,11573564
2025-04-03 00:00:00+05:30,HDFCBANK.NS,890.5499877929688,902.0,888.5,897.4249877929688,11250038
2025-04-04 00:00:00+05:30,HDFCBANK.NS,906.5,920.9749755859375,905.5499877929688,908.6500244140625,33540454
2025-04-07 00:00:00+05:30,HDFCBANK.NS,881.4000244140625,889.9249877929688,869.0999755859375,878.8499755859375,37995450
2025-04-08 00:00:00+05:30,HDFCBANK.NS,882.5,891.0,875.1500244140625,884.5750122070312,35563872
2025-04-09 00:00:00+05:30,HDFCBANK.NS,882.5,887.5,876.75,882.5,22454608
2025-04-11 00:00:00+05:30,HDFCBANK.NS,887.375,909.7000122070312,887.375,903.375,32775766
2025-04-15 00:00:00+05:30,HDFCBANK.NS,932.5,938.4000244140625,927.5,932.4500122070312,49298344
2025-04-16 00:00:00+05:30,HDFCBANK.NS,941.9000244140625,941.9000244140625,930.25,939.0,19136820
2025-04-17 00:00:00+05:30,HDFCBANK.NS,941.0,959.8499755859375,938.3499755859375,953.3499755859375,35703084
2025-04-21 00:00:00+05:30,HDFCBANK.NS,962.0,975.3499755859375,955.0,963.5499877929688,34247298
2025-04-22 00:00:00+05:30,HDFCBANK.NS,967.5,985.2999877929688,967.5,980.8499755859375,45961750
2025-04-23 00:00:00+05:30,HDFCBANK.NS,989.4500122070312,989.4500122070312,960.25,961.9500122070312,30570642
2025-04-24 00:00:00+05:30,HDFCBANK.NS,955.0,961.9500122070312,952.5499877929688,958.4000244140625,25931754
2025-04-25 00:00:00+05:30,HDFCBANK.NS,962.4000244140625,966.5,945.9000244140625,955.5999755859375,18500878
2025-04-28 00:00:00+05:30,HDFCBANK.NS,955.5999755859375,964.8499755859375,954.2000122070312,960.0999755859375,13920492
2025-04-29 00:00:00+05:30,HDFCBANK.NS,959.4000244140625,964.4000244140625,950.0999755859375,954.4000244140625,18918308
2025-04-30 00:00:00+05:30,HDFCBANK.NS,956.5,968.4500122070312,955.1500244140625,962.5,31936870
2025-05-02 00:00:00+05:30,HDFCBANK.NS,964.9000244140625,970.9500122070312,960.0,960.9500122070312,17840404
2025-05-05 00:00:00+05:30,HDFCBANK.NS,969.5,976.0,966.1500244140625,968.4000244140625,15068024
2025-05-06 00:00:00+05:30,HDFCBANK.NS,965.0,970.0499877929688,962.1500244140625,965.8499755859375,17490156
2025-05-07 00:00:00+05:30,HDFCBANK.NS,967.0,974.3499755859375,961.2000122070312,972.7999877929688,21420778
2025-05-08 00:00:00+05:30,HDFCBANK.NS,977.4000244140625,977.4000244140625,959.5499877929688,964.25,34803430
2025-05-09 00:00:00+05:30,HDFCBANK.NS,955.0499877929688,959.5,943.4000244140625,944.8499755859375,17188796
2025-05-12 00:00:00+05:30,HDFCBANK.NS,958.7999877929688,979.9500122070312,956.1500244140625,978.5999755859375,18618972
2025-05-13 00:00:00+05:30,HDFCBANK.NS,975.0,980.8499755859375,960.0,961.2999877929688,24242102
2025-05-14 00:00:00+05:30,HDFCBANK.NS,961.0499877929688,965.0999755859375,951.5,955.2999877929688,15445308
2025-05-15 00:00:00+05:30,HDFCBANK.NS,956.75,972.4000244140625,948.5,966.9000244140625,32241458
2025-05-16 00:00:00+05:30,HDFCBANK.NS,966.9000244140625,971.9000244140625,964.2000122070312,967.3499755859375,15868010
2025-05-19 00:00:00+05:30,HDFCBANK.NS,968.5,972.5,965.5,969.3499755859375,10202964
2025-05-20 00:00:00+05:30,HDFCBANK.NS,964.0499877929688,967.2999877929688,956.5,957.4500122070312,23879090
2025-05-21 00:00:00+05:30,HDFCBANK.NS,963.5,973.4500122070312,960.5499877929688,963.4000244140625,15132040
2025-05-22 00:00:00+05:30,HDFCBANK.NS,957.5999755859375,962.0999755859375,952.5999755859375,959.9500122070312,21306670
2025-05-23 00:00:00+05:30,HDFCBANK.NS,960.0499877929688,968.5,957.25,966.7999877929688,9566072
2025-05-26 00:00:00+05:30,HDFCBANK.NS,967.5,974.9500122070312,963.4500122070312,970.0999755859375,10802860
2025-05-27 00:00:00+05:30,HDFCBANK.NS,965.7999877929688,974.0,958.1500244140625,963.1500244140625,26162148
2025-05-28 00:00:00+05:30,HDFCBANK.NS,960.0999755859375,967.25,958.8499755859375,961.75,18157594
2025-05-29 00:00:00+05:30,HDFCBANK.NS,964.0,970.4000244140625,953.6500244140625,963.75,28917794
2025-05-30 00:00:00+05:30,HDFCBANK.NS,965.9500122070312,974.4000244140625,962.7000122070312,972.4500122070312,28748078
2025-06-02 00:00:00+05:30,HDFCBANK.NS,965.0499877929688,968.0,954.0,966.0499877929688,14668822
2025-06-03 00:00:00+05:30,HDFCBANK.NS,969.0,976.0,960.0,962.2999877929688,24377584
2025-06-04 00:00:00+05:30,HDFCBANK.NS,960.5,971.6500244140625,960.4500122070312,970.5999755859375,12961542
2025-06-05 00:00:00+05:30,HDFCBANK.NS,974.0,979.4500122070312,970.0999755859375,974.7999877929688,22255418
2025-06-06 00:00:00+05:30,HDFCBANK.NS,972.0,998.1500244140625,971.3499755859375,989.3499755859375,30127008
2025-06-09 00:00:00+05:30,HDFCBANK.NS,997.5,997.5,987.9500122070312,989.4500122070312,13202588
2025-06-10 00:00:00+05:30,HDFCBANK.NS,991.4000244140625,991.4000244140625,980.5499877929688,982.6500244140625,15533126
